DATE,AVG,STD
2016-01-01,7133.333333333333,2095.76292128242
2016-01-02,7158.33333332963,2088.9424490778392
2016-01-03,7158.33333332963,2088.9424490778392
2016-01-04,7133.333333333333,2095.76292128242
2016-01-05,7083.333333333333,2113.7775558358917
2016-01-06,7083.333333333333,2113.7775558358917
2016-01-07,7083.333333333333,2113.7775558358917
2016-01-08,7083.333333333333,2113.7775558358917
2016-01-09,7083.333333333333,2113.7775558358917
2016-01-10,7083.333333333333,2113.7775558358917
2016-01-11,7083.333333333333,2113.7775558358917
2016-01-12,7083.333333333333,2113.7775558358917
2016-01-13,7083.333333333333,2113.7775558358917
2016-01-14,7133.333333333333,2095.76292128242
2016-01-15,7133.333333333333,2095.76292128242
2016-01-16,7133.333333333333,2095.76292128242
2016-01-17,7133.333333333333,2095.76292128242
2016-01-18,7133.333333333333,2095.76292128242
2016-01-19,7133.333333333333,2095.76292128242
2016-01-20,7133.333333333333,2095.76292128242
2016-01-21,7133.333333333333,2095.76292128242
2016-01-22,7133.333333333333,2095.76292128242
2016-01-23,7133.333333333333,2095.76292128242
2016-01-24,7133.333333333333,2095.76292128242
2016-01-25,7133.333333333333,2095.76292128242
2016-01-26,7133.333333333333,2095.76292128242
2016-01-27,7133.333333333333,2095.76292128242
2016-01-28,7100.0,2107.1307505705477
2016-01-29,7050.0,2134.0493590043006
2016-01-30,7045.83333287037,2135.9237204984192
2016-01-31,7053.33333362963,2132.5779911496325
2016-02-01,7050.0,2134.0493590043006
2016-02-02,7033.333333333333,2141.7801526352378
2016-02-03,7033.333333333333,2141.7801526352378
2016-02-04,7033.333333333333,2141.7801526352378
2016-02-05,7000.0,2159.0893141939882
2016-02-06,6974.9999999962965,2173.658590183031
2016-02-07,6958.33333332963,2184.1124564070997
2016-02-08,6950.0,2189.5585552039174
2016-02-09,6950.0,2189.5585552039174
2016-02-10,6950.0,2189.5585552039174
2016-02-11,7000.0,2159.0893141939882
2016-02-12,7000.0,2159.0893141939882
2016-02-13,7000.0,2159.0893141939882
2016-02-14,7000.0,2159.0893141939882
2016-02-15,7000.0,2159.0893141939882
2016-02-16,7000.0,2159.0893141939882
2016-02-17,7000.0,2159.0893141939882
2016-02-18,7000.0,2159.0893141939882
2016-02-19,7100.0,2114.6315675943806
2016-02-20,7100.0,2114.6315675943806
2016-02-21,7100.0,2114.6315675943806
2016-02-22,7100.0,2114.6315675943806
2016-02-23,7083.333333333333,2129.488723196773
2016-02-24,7050.0,2141.4558910548058
2016-02-25,7050.0,2141.4558910548058
2016-02-26,6983.333333333333,2172.875718693752
2016-02-27,6927.142857140817,2206.8438694097854
2016-02-28,6881.111111107409,2239.5449824479106
2016-02-29,6851.333333329334,2262.9425288556567
2016-03-01,6850.0,2264.0303295966096
2016-03-02,6883.333333333333,2237.868529551179
2016-03-03,6883.333333333333,2237.868529551179
2016-03-04,6883.333333333333,2237.868529551179
2016-03-05,6883.333333333333,2237.868529551179
2016-03-06,6883.333333333333,2237.868529551179
2016-03-07,6883.333333333333,2237.868529551179
2016-03-08,6883.333333333333,2237.868529551179
2016-03-09,6883.333333333333,2237.868529551179
2016-03-10,6875.0,2244.66961191768
2016-03-11,6875.0,2244.66961191768
