DATE,AVG,STD
2010-01-01,8290.0,1384.5215780189199
2010-01-02,8290.0,1384.5215780189199
2010-01-03,8290.0,1384.5215780189199
2010-01-04,8290.0,1384.5215780189199
2010-01-05,8290.0,1384.5215780189199
2010-01-06,8290.0,1384.5215780189199
2010-01-07,8290.0,1384.5215780189199
2010-01-08,8290.0,1384.5215780189199
2010-01-09,8290.0,1384.5215780189199
2010-01-10,8290.0,1384.5215780189199
2010-01-11,8290.0,1384.5215780189199
2010-01-12,8310.0,1390.2877400020473
2010-01-13,8310.0,1390.2877400020473
2010-01-14,8310.0,1390.2877400020473
2010-01-15,8310.0,1390.2877400020473
2010-01-16,8310.0,1390.2877400020473
2010-01-17,8310.0,1390.2877400020473
2010-01-18,8310.0,1390.2877400020473
2010-01-19,8310.0,1390.2877400020473
2010-01-20,8310.0,1390.2877400020473
2010-01-21,8310.0,1390.2877400020473
2010-01-22,8310.0,1390.2877400020473
2010-01-23,8310.0,1390.2877400020473
2010-01-24,8310.0,1390.2877400020473
2010-01-25,8310.0,1390.2877400020473
2010-01-26,8310.0,1390.2877400020473
2010-01-27,8310.0,1390.2877400020473
2010-01-28,8310.0,1390.2877400020473
2010-01-29,8310.0,1390.2877400020473
2010-01-30,8310.0,1390.2877400020473
2010-01-31,8310.0,1390.2877400020473
2010-02-01,8310.0,1390.2877400020473
2010-02-02,8310.0,1390.2877400020473
2010-02-03,8310.0,1390.2877400020473
2010-02-04,8290.0,1384.5215780189199
2010-02-05,8270.0,1381.3399291991816
2010-02-06,8261.111110864198,1380.7606599173182
2010-02-07,8258.888889135802,1380.6962816771243
2010-02-08,8250.0,1380.7606599262597
2010-02-09,8200.0,1384.1965178398623
2010-02-10,8200.0,1384.1965178398623
2010-02-11,8200.0,1384.1965178398623
2010-02-12,8200.0,1384.1965178398623
2010-02-13,8200.0,1384.1965178398623
2010-02-14,8200.0,1384.1965178398623
2010-02-15,8200.0,1384.1965178398623
2010-02-16,8200.0,1384.1965178398623
2010-02-17,8160.0,1395.134402127623
2010-02-18,8160.0,1395.134402127623
2010-02-19,8160.0,1395.134402127623
2010-02-20,8168.333333086421,1392.0099377900192
2010-02-21,8181.666666913579,1387.9331155185707
2010-02-22,8190.0,1385.9653675326813
2010-02-23,8160.0,1392.982411949268
2010-02-24,8160.0,1392.982411949268
2010-02-25,8130.0,1405.7382402140165
2010-02-26,8130.0,1405.7382402140165
2010-02-27,8135.249999765625,1403.0976668856802
2010-02-28,8145.0,1398.6511359163155
2010-03-01,8154.750000234375,1394.803951192506
2010-03-02,8160.0,1392.982411949268
2010-03-03,8150.0,1395.1702405083045
2010-03-04,8150.0,1395.1702405083045
2010-03-05,8150.0,1395.1702405083045
2010-03-06,8150.0,1395.1702405083045
2010-03-07,8150.0,1395.1702405083045
2010-03-08,8150.0,1395.1702405083045
2010-03-09,8130.0,1402.8898745090435
2010-03-10,8130.0,1402.8898745090435
2010-03-11,8110.0,1408.8647912415158
2010-03-12,8110.0,1408.8647912415158
2010-03-13,8107.179486916502,1409.910820226462
2010-03-14,8102.8571430839,1411.610745814418
2010-03-15,8100.0,1412.798640995949
2010-03-16,8097.0833331250005,1414.0638467767067
2010-03-17,8092.857143129251,1415.9910352411778
2010-03-18,8090.0,1417.3566946961516
2010-03-19,8100.0,1413.5062787267696
2010-03-20,8100.0,1413.5062787267696
2010-03-21,8100.0,1413.5062787267696
2010-03-22,8080.0,1420.4224723651762
2010-03-23,8080.0,1420.4224723651762
2010-03-24,8095.0,1416.0596738838374
2010-03-25,8110.0,1413.117121826779
2010-03-26,8100.0,1414.9204924659196
2010-03-27,8098.333333330833,1415.2826572814263
2010-03-28,8102.666666665066,1414.3776016329173
2010-03-29,8110.0,1413.117121826779
2010-03-30,8120.0,1411.9490075778233
2010-03-31,8180.0,1392.6952286842948
2010-04-01,8180.0,1392.6952286842948
2010-04-02,8183.599999807999,1392.2717551026733
2010-04-03,8190.799999903999,1391.6758818115293
2010-04-04,8209.200000096,1386.6945445903714
2010-04-05,8216.400000192001,1386.7734638426994
2010-04-06,8220.0,1386.9390758068646
2010-04-07,8220.0,1386.9390758068646
2010-04-08,8220.0,1386.9390758068646
2010-04-09,8220.0,1386.9390758068646
2010-04-10,8210.0,1391.7255476565772
2010-04-11,8210.0,1391.7255476565772
2010-04-12,8210.0,1391.7255476565772
2010-04-13,8210.0,1391.7255476565772
2010-04-14,8210.0,1391.7255476565772
2010-04-15,8210.0,1391.7255476565772
2010-04-16,8210.0,1391.7255476565772
2010-04-17,8215.555555308641,1394.5767974833843
2010-04-18,8224.444444691359,1399.5396069836859
2010-04-19,8230.0,1402.8898745090435
2010-04-20,8230.0,1402.8898745090435
2010-04-21,8230.0,1402.8898745090435
2010-04-22,8230.0,1402.8898745090435
2010-04-23,8230.0,1402.8898745090435
2010-04-24,8227.222221975308,1401.1909615373013
2010-04-25,8222.777778024692,1398.5716921828887
2010-04-26,8220.0,1396.9967788080257
2010-04-27,8210.0,1398.8924190229927
2010-04-28,8210.0,1398.8924190229927
2010-04-29,8210.0,1398.8924190229927
2010-04-30,8210.0,1398.8924190229927
2010-05-01,8218.33333308642,1397.2681680512808
2010-05-02,8231.66666691358,1395.597243695285
2010-05-03,8240.0,1395.134402127623
2010-05-04,8232.777777530864,1393.5974631280862
2010-05-05,8237.222222469136,1391.4111540704296
2010-05-06,8250.0,1395.886814895821
2010-05-07,8250.0,1395.886814895821
2010-05-08,8270.0,1387.8400484205663
2010-05-09,8290.0,1382.3530663329104
2010-05-10,8290.0,1382.3530663329104
2010-05-11,8290.0,1382.3530663329104
2010-05-12,8270.0,1371.8964975536603
2010-05-13,8270.0,1371.8964975536603
2010-05-14,8270.0,1371.8964975536603
2010-05-15,8270.0,1371.8964975536603
2010-05-16,8270.0,1371.8964975536603
2010-05-17,8270.0,1371.8964975536603
2010-05-18,8270.0,1371.8964975536603
2010-05-19,8260.0,1367.6256797823007
2010-05-20,8260.0,1367.6256797823007
2010-05-21,8260.0,1367.6256797823007
2010-05-22,8260.0,1367.6256797823007
2010-05-23,8260.0,1367.6256797823007
2010-05-24,8260.0,1367.6256797823007
2010-05-25,8260.0,1367.6256797823007
2010-05-26,8258.673469262807,1367.6896654002448
2010-05-27,8255.816326405664,1367.86679503306
2010-05-28,8252.04081627655,1368.1831893049653
2010-05-29,8253.673469210979,1371.040715821481
2010-05-30,8258.542648216297,1375.63326915927
2010-05-31,8261.326530737193,1379.0308340174379
2010-06-01,8260.0,1379.2751719653334
2010-06-02,8260.0,1379.2751719653334
2010-06-03,8240.0,1369.8175060934211
2010-06-04,8240.0,1369.8175060934211
2010-06-05,8240.0,1369.8175060934211
2010-06-06,8240.0,1369.8175060934211
2010-06-07,8240.0,1369.8175060934211
2010-06-08,8260.0,1367.6256797823007
2010-06-09,8260.0,1367.6256797823007
2010-06-10,8240.0,1369.8175060934211
2010-06-11,8240.0,1369.8175060934211
2010-06-12,8237.22222197531,1369.9239638384188
2010-06-13,8232.77777802469,1370.1997015655675
2010-06-14,8230.0,1370.4378862246913
2010-06-15,8230.0,1370.4378862246913
2010-06-16,8240.0,1369.8175060934211
2010-06-17,8240.0,1369.8175060934211
2010-06-18,8240.0,1369.8175060934211
2010-06-19,8228.888888641975,1365.67443647434
2010-06-20,8211.111111358025,1360.7187643681937
2010-06-21,8200.0,1358.6758259423034
2010-06-22,8200.0,1358.6758259423034
2010-06-23,8200.0,1358.6758259423034
2010-06-24,8150.0,1359.5955280891446
2010-06-25,8150.0,1359.5955280891446
2010-06-26,8150.0,1359.5955280891446
2010-06-27,8150.0,1359.5955280891446
2010-06-28,8150.0,1359.5955280891446
2010-06-29,8150.0,1359.5955280891446
2010-06-30,8150.0,1359.5955280891446
2010-07-01,8170.0,1358.712625980932
2010-07-02,8180.0,1360.0
2010-07-03,8180.0,1360.0
2010-07-04,8180.0,1360.0
2010-07-05,8180.0,1360.0
2010-07-06,8180.0,1360.0
2010-07-07,8160.0,1360.294085850556
2010-07-08,8160.0,1360.294085850556
2010-07-09,8170.0,1358.712625980932
2010-07-10,8167.777777530864,1359.0069904506847
2010-07-11,8162.592592702332,1359.8207034852312
2010-07-12,8160.0,1360.294085850556
2010-07-13,8210.0,1373.6447866897759
2010-07-14,8230.0,1371.8964975536603
2010-07-15,8230.0,1371.8964975536603
2010-07-16,8230.0,1366.0527076214885
2010-07-17,8193.33333253772,1327.0032866632923
2010-07-18,8166.666667222223,1339.258247776218
2010-07-19,8150.0,1349.2590559266223
2010-07-20,8150.0,1349.2590559266223
2010-07-21,8160.0,1346.9966592386188
2010-07-22,8160.0,1346.9966592386188
2010-07-23,8160.0,1346.9966592386188
2010-07-24,8139.01234553879,1336.9003725616421
2010-07-25,8089.668803493475,1305.864691967606
2010-07-26,8055.0,1270.127946310922
2010-07-27,8088.522727543905,1247.1983536212626
2010-07-28,8080.0,1230.284519938376
2010-07-29,8055.0,1230.9447591179712
2010-07-30,8060.0,1241.1285187280164
2010-07-31,8051.66666617284,1243.6705184106386
2010-08-01,8038.33333382716,1248.2542128329246
2010-08-02,8030.0,1251.4391715141412
