DATE,AVG,STD
2010-01-01,7900.0,2464.7515087732477
2010-01-02,7906.249999994445,2454.897846646195
2010-01-03,7897.916666661111,2439.6100197735523
2010-01-04,7875.0,2413.3741939450665
2010-01-05,7837.5,2377.465825201279
2010-01-06,7837.5,2377.465825201279
2010-01-07,7837.5,2377.465825201279
2010-01-08,7837.5,2377.465825201279
2010-01-09,7830.555555246913,2371.2120537044766
2010-01-10,7819.444444753087,2361.46892740176
2010-01-11,7812.5,2355.5453190291205
2010-01-12,7812.5,2355.5453190291205
2010-01-13,7801.5873013944,2338.5778171187076
2010-01-14,7778.76984111552,2303.8658584118057
2010-01-15,7750.0,2261.6365755797283
2010-01-16,7717.757936353615,2217.9807146143826
2010-01-17,7689.384921136463,2181.957027298388
2010-01-18,7675.0,2164.341701303193
2010-01-19,7675.0,2164.341701303193
2010-01-20,7675.0,2164.341701303193
2010-01-21,7675.0,2164.341701303193
2010-01-22,7675.0,2164.341701303193
2010-01-23,7672.222222219136,2161.7536890990377
2010-01-24,7667.708333331597,2157.5949408572014
2010-01-25,7662.5,2152.8687256774388
2010-01-26,7656.25,2147.300267195997
2010-01-27,7650.0,2141.8449990603895
2010-01-28,7575.0,2187.3214212822036
2010-01-29,7575.0,2187.3214212822036
2010-01-30,7575.0,2187.3214212822036
2010-01-31,7575.0,2187.3214212822036
2010-02-01,7575.0,2187.3214212822036
2010-02-02,7575.0,2187.3214212822036
2010-02-03,7575.0,2187.3214212822036
2010-02-04,7575.0,2187.3214212822036
2010-02-05,7687.5,2120.399431710922
2010-02-06,7684.027777469136,2117.4492526695285
2010-02-07,7678.472222530864,2112.8034840080627
2010-02-08,7675.0,2109.9466817907983
2010-02-09,7675.0,2109.9466817907983
2010-02-10,7675.0,2109.9466817907983
2010-02-11,7562.5,2176.5439922041546
2010-02-12,7562.5,2176.5439922041546
2010-02-13,7559.166666664667,2173.745966705981
2010-02-14,7552.083333330208,2167.9072970494108
2010-02-15,7537.5,2156.349635379198
2010-02-16,7512.5,2138.011634673675
2010-02-17,7512.5,2138.011634673675
2010-02-18,7512.5,2138.011634673675
2010-02-19,7625.0,2072.890493972125
2010-02-20,7625.0,2072.890493972125
2010-02-21,7625.0,2072.890493972125
2010-02-22,7625.0,2072.890493972125
2010-02-23,7625.0,2072.890493972125
2010-02-24,7512.5,2138.011634673675
2010-02-25,7450.0,2055.4804791094466
2010-02-26,7425.0,2037.6150274278996
2010-02-27,7412.5,2029.4318786300762
2010-02-28,7412.5,2029.4318786300762
2010-03-01,7412.5,2029.4318786300762
2010-03-02,7400.0,2021.756661915573
2010-03-03,7337.5,1914.3781627463263
2010-03-04,7337.5,1914.3781627463263
2010-03-05,7337.5,1914.3781627463263
2010-03-06,7335.312499707032,1912.943754495405
2010-03-07,7331.25,1910.3235164495045
2010-03-08,7327.187500292968,1907.7602369771728
2010-03-09,7437.5,1844.5443204217133
2010-03-10,7437.5,1844.5443204217133
2010-03-11,7312.5,1898.9717612434367
2010-03-12,7312.5,1898.9717612434367
2010-03-13,7295.634919369646,1904.8966143471825
2010-03-14,7265.972222530864,1916.2810352494412
2010-03-15,7238.85869644967,1928.9223155630496
2010-03-16,7162.5,1853.3331459832038
2010-03-17,7100.0,1780.4493814764855
2010-03-18,7100.0,1780.4493814764855
2010-03-19,7100.0,1780.4493814764855
2010-03-20,7096.527777469136,1778.131339420981
2010-03-21,7090.972222530864,1774.515099805099
2010-03-22,7087.5,1772.3131072132824
2010-03-23,7087.5,1772.3131072132824
2010-03-24,7087.5,1772.3131072132824
2010-03-25,7087.5,1772.3131072132824
2010-03-26,7087.5,1772.3131072132824
2010-03-27,7087.5,1772.3131072132824
2010-03-28,7087.5,1772.3131072132824
2010-03-29,7087.5,1772.3131072132824
2010-03-30,7087.5,1772.3131072132824
2010-03-31,7087.5,1772.3131072132824
2010-04-01,7087.5,1772.3131072132824
2010-04-02,7075.0,1764.7591903713096
2010-04-03,7067.857142854875,1760.707041421106
2010-04-04,7066.66666666358,1760.0505043241828
2010-04-05,7075.0,1764.7591903713096
2010-04-06,7100.0,1780.4493814764855
2010-04-07,7200.0,1753.5677916750183
2010-04-08,7125.0,1798.4368212422698
2010-04-09,7125.0,1798.4368212422698
2010-04-10,7125.0,1798.4368212422698
2010-04-11,7125.0,1798.4368212422698
2010-04-12,7125.0,1798.4368212422698
2010-04-13,7125.0,1798.4368212422698
2010-04-14,7125.0,1798.4368212422698
2010-04-15,7125.0,1798.4368212422698
2010-04-16,7100.0,1821.4005600086984
2010-04-17,7087.499999994445,1833.1581355734986
2010-04-18,7087.499999994445,1833.1581355734986
2010-04-19,7100.0,1821.4005600086984
2010-04-20,7162.5,1837.2448802486836
2010-04-21,7200.0,1878.8294228055936
2010-04-22,7200.0,1878.8294228055936
2010-04-23,7200.0,1878.8294228055936
2010-04-24,7200.0,1878.8294228055936
2010-04-25,7203.333333331333,1881.332270255687
2010-04-26,7210.416666663542,1886.7766733952835
2010-04-27,7225.0,1898.519159766369
2010-04-28,7250.0,1920.286436967152
2010-04-29,7250.0,1920.286436967152
2010-04-30,7250.0,1920.286436967152
2010-05-01,7250.0,1920.286436967152
2010-05-02,7250.0,1920.286436967152
2010-05-03,7250.0,1920.286436967152
2010-05-04,7250.0,1920.286436967152
2010-05-05,7250.0,1920.286436967152
2010-05-06,7250.0,1920.286436967152
2010-05-07,7250.0,1920.286436967152
2010-05-08,7250.0,1920.286436967152
2010-05-09,7250.0,1920.286436967152
2010-05-10,7250.0,1920.286436967152
2010-05-11,7250.0,1920.286436967152
2010-05-12,7250.0,1920.286436967152
2010-05-13,7225.0,1943.4183800715687
2010-05-14,7225.0,1943.4183800715687
2010-05-15,7225.0,1943.4183800715687
2010-05-16,7225.0,1943.4183800715687
2010-05-17,7225.0,1943.4183800715687
2010-05-18,7225.0,1943.4183800715687
2010-05-19,7225.0,1943.4183800715687
2010-05-20,7225.0,1943.4183800715687
2010-05-21,7225.0,1943.4183800715687
2010-05-22,7225.0,1943.4183800715687
2010-05-23,7225.0,1943.4183800715687
2010-05-24,7225.0,1943.4183800715687
2010-05-25,7225.0,1943.4183800715687
2010-05-26,7225.0,1943.4183800715687
2010-05-27,7225.0,1943.4183800715687
2010-05-28,7225.0,1943.4183800715687
2010-05-29,7225.0,1943.4183800715687
2010-05-30,7225.0,1943.4183800715687
2010-05-31,7225.0,1943.4183800715687
2010-06-01,7287.5,2022.0271387891905
2010-06-02,7287.5,2022.0271387891905
2010-06-03,7287.5,2022.0271387891905
2010-06-04,7287.5,2022.0271387891905
2010-06-05,7306.944444032922,2009.764774947923
2010-06-06,7345.83333425926,1985.9649319055825
2010-06-07,7362.5,1976.0677493446424
2010-06-08,7287.5,2022.0271387891905
2010-06-09,7287.5,2022.0271387891905
2010-06-10,7225.0,1943.4183800715687
2010-06-11,7287.5,2022.0271387891905
2010-06-12,7287.5,2022.0271387891905
2010-06-13,7287.5,2022.0271387891905
2010-06-14,7287.5,2022.0271387891905
2010-06-15,7287.5,2022.0271387891905
2010-06-16,7287.5,2022.0271387891905
2010-06-17,7287.5,2022.0271387891905
2010-06-18,7287.5,2022.0271387891905
2010-06-19,7306.666666407407,2009.9382708190021
2010-06-20,7347.222222942386,1985.1331439256128
2010-06-21,7362.5,1976.0677493446424
2010-06-22,7212.5,2071.495534631924
2010-06-23,7287.5,2022.0271387891905
2010-06-24,7287.5,2022.0271387891905
2010-06-25,7287.5,2022.0271387891905
2010-06-26,7287.5,2022.0271387891905
